id	中文名	prompt_en
enemy_ww2_09	二战·狙击手组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_12	二战·修理组小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_13	二战·突击队小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_16	二战·通讯排队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_17	二战·侦察兵班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_20	二战·补给队班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_21	二战·步兵班排	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_24	二战·后勤班组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_25	二战·伞兵分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_01	冷战·步兵排	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_04	冷战·后勤组小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_05	冷战·特种兵分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_08	冷战·维修班班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_09	冷战·侦察兵组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_12	冷战·医疗分队组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_13	冷战·支援兵小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_16	冷战·雷达站队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_17	冷战·空降兵班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_20	冷战·通讯中心分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_21	冷战·步兵排	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_24	冷战·后勤组小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_cold_25	冷战·特种兵分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Cold War era, Warsaw Pact or NATO generic, green khaki and steel. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_01	现代·陆战队员分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_04	现代·后勤分队小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_05	现代·特种部队组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_07	现代·反坦克组系统	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_09	现代·侦察兵小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_11	现代·近防炮炮位	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_12	现代·修理组特遣组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_15	现代·火箭炮分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_17	现代·支援兵班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_20	现代·电子战组分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_23	现代·机枪阵地阵地	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_24	现代·后勤分队小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_25	现代·特种部队组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_27	现代·反坦克组系统	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_01	近未来·机械步兵小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_02	近未来·悬浮坦克试验型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_06	近未来·机甲量产型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_21	近未来·机械步兵小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_22	近未来·悬浮坦克试验型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_26	近未来·机甲量产型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
