id	中文名	prompt_en
enemy_future_cyborg	机械步兵	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, cyborg heavy infantry futuristic, chrome limbs and armored torso, red sensor eyes, storm rifle integrated
enemy_future_drone	无人机群	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, swarm of compact combat drones futuristic, quad-rotor gunships, gray polymer shells, blue LED accents
enemy_future_hovertank	悬浮坦克	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, hovering tank without tracks futuristic, anti-gravity glow under hull, twin plasma cannons, matte gunmetal
enemy_future_mech	机甲步兵	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, medium battle mech futuristic, humanoid piloted frame, shoulder missile racks, worn battle paint
enemy_modern_marine	海军陆战队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, US Marines fireteam modern, desert MARPAT, rifles and SAW, kneeling behind low concrete barrier
enemy_modern_mlrs	火箭炮车	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, HIMARS style rocket launcher truck modern, launcher elevated, desert tan, heat shimmer subtle
enemy_modern_stryker	斯特赖克装甲车	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Stryker ICV eight wheels modern, slat armor cage, urban gray-green, turret remote weapon station
enemy_modern_technical	皮卡武装	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, Toyota pickup technical truck with heavy machine gun on pintle mount, desert dust, improvised armor plates
enemy_ww1_infantry_basic	步兵班·MP18	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW1 German stormtrooper squad with MP18 drum submachine guns, steel Stahlhelm, trench mud, dynamic charge
enemy_ww1_infantry_rifle	步兵班·步枪	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW1 British infantry section with Lee-Enfield rifles, Brodie helmets, khaki wool, bayonets fixed
enemy_ww1_mg_nest	机枪巢	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW1 heavy machine gun nest sandbags and wooden beams, Maxim style gun, spent brass belt, brown earth tones
enemy_ww1_mortar	迫击炮组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW1 mortar crew with trench mortar tube, wooden base plate, crew in helmets loading shell, smoke wisps
enemy_ww2_infantry	步兵班·汤普森	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW2 US infantry squad Thompson submachine gun and rifles, M1 helmets, olive drab, Pacific or European generic
enemy_ww2_mg42	MG42机枪组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW2 German MG42 machine gun on tripod with belt ammunition, assistant gunner, splinter camouflage smock
enemy_ww2_panzerschreck	反坦克组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW2 German anti-tank team with shoulder-fired rocket launcher tube, sandbags, winter or summer neutral gear
enemy_ww2_rifleman	步枪班·加兰德	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, WW2 US rifleman with M1 Garand, cartridge belt, helmet net, crouched aiming
enemy_ww1_01	一战·志愿兵B队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_02	一战·装甲车Mk.II	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_03	一战·机枪阵地阵位	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_04	一战·医疗兵小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_05	一战·突击队连	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_06	一战·侦察车型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_07	一战·迫击炮组组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_08	一战·补给队班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_09	一战·堑壕兵排	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_10	一战·突击炮改进型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_11	一战·野战炮班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_12	一战·通讯班组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_13	一战·民兵班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_14	一战·运输车改	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_15	一战·碉堡分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_16	一战·工兵队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_17	一战·征召兵A队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_18	一战·支援车Mk.I	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_19	一战·防空炮阵地	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_20	一战·炊事班分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_21	一战·志愿兵B队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_22	一战·装甲车Mk.II	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_23	一战·机枪阵地阵位	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_24	一战·医疗兵小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_25	一战·突击队连	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_26	一战·侦察车型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww1_27	一战·迫击炮组组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 1 European theater, mud and khaki, early steel helmets. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_01	二战·步兵班排	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_02	二战·坦克改	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_03	二战·机枪组阵地	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_04	二战·后勤班组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_05	二战·伞兵分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_ww2_06	二战·装甲车改进型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, World War 2, olive drab and field gray mix, steel helmets, weathered equipment. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
